name,id,city,lat,lon,category,created,status,members,join_mode,past_event_count,last_event,last_rsvp
Pittsburgh Comic Art & Illustration,20468341,Pittsburgh,40.47,-79.95,Arts & Culture,2016-09-25 10:40:22,active,171,open,54,2018-01-10 20:00:00,4
Northland Library After Hours Board Gaming,26985139,Pittsburgh,40.47,-79.95,Games,2017-12-28 10:23:15,active,41,open,1,2018-01-19 19:30:00,6
Pittsburgh Bowling Meetup,23176008,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-04-06 09:49:04,active,127,open,74,2018-01-18 21:30:00,0
Saturday Adventure Meetup,25663840,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-08-27 14:43:12,active,308,open,4,2018-01-06 12:00:00,6
PGH Homies,25867634,Pittsburgh,40.47,-79.95,Parents & Family,2017-09-10 16:26:46,active,170,open,730,2018-01-22 21:00:00,0
Pittsburgh Pop Punk,25942227,Pittsburgh,40.47,-79.95,Music,2017-09-16 01:15:03,active,94,open,4,2018-01-20 20:00:00,6
Pittsburgh ADULT COLORING Meetup,25661062,Pittsburgh,40.47,-79.95,Hobbies & Crafts,2017-08-27 10:52:39,active,105,open,6,2018-01-07 13:00:00,6
Pittsburgh Jungian Psychology Meetup,20047522,Pittsburgh,40.47,-79.95,New Age & Spirituality,2016-06-07 18:53:31,active,63,open,26,2018-01-13 20:00:00,2
Skate Pittsburgh - Three Rivers Inline Club (TRIC),1791087,Pittsburgh,40.47,-79.92,Outdoors & Adventure,2011-02-28 16:26:33,active,669,open,976,2018-01-19 22:30:00,3
"Golden Thread Camp, OTO",13790872,Pittsburgh,40.5,-80.07,New Age & Spirituality,2014-04-07 20:02:13,active,99,approval,275,2018-01-21 15:30:00,3
PA Spyder Ryders,17939812,New Stanton,40.22,-79.61,Cars & Motorcycles,2014-10-29 08:32:41,active,354,approval,101,2017-11-04 18:00:00,34
Pittsburgh Travel Club,6049772,Valencia,40.7,-79.92,Outdoors & Adventure,2012-11-29 17:10:07,active,851,open,46,2017-12-26 20:00:00,2
Cranberry Twp Greeting Cards Meetup,20233833,Cranberry Twp,40.71,-80.11,Hobbies & Crafts,2016-07-28 09:46:42,active,102,open,16,2018-01-20 15:00:00,5
Monaca/Beaver County Game Meetup,26280547,Monaca,40.67,-80.29,Games,2017-10-16 01:55:57,active,21,open,1,2017-12-01 19:00:00,6
Beaver County Moms of Young Kids,14856562,Beaver,40.7,-80.36,Parents & Family,2014-06-03 12:46:47,active,185,approval,398,2018-01-18 14:00:00,1
Butler Philosophy Club,18431170,Butler,40.86,-79.9,Education & Learning,2015-02-12 18:04:26,active,166,open,150,2018-01-22 19:00:00,2
Morgantown Mindfulness,25099308,Morgantown,39.63,-79.96,Health & Wellbeing,2017-07-23 12:14:26,active,94,open,4,2018-01-22 20:30:00,3
"Kundalini Awakening Meditation - Pittsburgh, PA. (SiddhYog)",26731060,Pittsburgh,40.36,-80.06,New Age & Spirituality,2017-11-28 19:13:46,active,47,open,6,2018-01-21 10:00:00,2
"Dance and  Fitness  @ Improvement thru Movement, South Hills",1749139,Pittsburgh,40.36,-80.06,Dancing,2010-12-10 22:14:07,active,274,open,3543,2018-01-23 12:00:00,1
The Personal Development Meetup Group,91173,Pittsburgh,40.43,-79.95,New Age & Spirituality,2003-09-11 20:09:06,active,1004,open,2186,2018-01-16 22:00:00,1
The Libertarian Party of Pittsburgh Meetup Group,303820,Pittsburgh,40.44,-79.95,Movements & Politics,2006-08-13 02:07:16,active,442,open,178,2018-01-17 20:00:00,9
Pittsburgh Integrative Mental Health and Wellness,18925445,Pittsburgh,40.44,-79.95,Health & Wellbeing,2015-09-12 19:56:36,active,416,open,97,2018-01-22 18:45:00,4
Women's Holistic Wellness,4695962,Bridgeville,40.36,-80.11,Health & Wellbeing,2012-08-30 10:28:47,active,541,open,302,2018-01-15 19:00:00,1
SWPA Adult Autism Meetup & Social Group,517995,Pittsburgh,40.45,-79.99,Support,2007-06-03 22:41:18,active,175,approval,216,2018-01-14 17:50:00,3
The Pittsburgh Black Hat Society,1501995,Pittsburgh,40.45,-79.99,New Age & Spirituality,2009-08-06 10:53:46,active,223,approval,548,2018-01-14 15:00:00,4
Shadyside Beer Runners,23042506,Pittsburgh,40.45,-79.93,Fitness,2017-03-28 17:52:15,active,602,open,43,2018-01-18 20:30:00,1
Bailamos! Zumba with Candace,19881803,Pittsburgh,40.44,-80.07,Dancing,2016-04-25 13:20:55,active,87,open,125,2018-01-20 12:00:00,2
SPORTSNUTS of Pittsburgh Sports League & Social Club,1530362,Pittsburgh,40.44,-80.07,Sports & Recreation,2009-09-26 15:59:10,active,2010,open,258,2018-01-22 19:30:00,3
SWPA Backpackers,1388205,Pittsburgh,40.45,-80.06,Outdoors & Adventure,2009-02-20 08:16:09,active,62,approval,177,2018-01-15 20:00:00,4
Pittsburgh Trivia Meetup and Other Fun Events!,19626236,Pittsburgh,40.47,-79.95,Games,2016-02-25 19:24:10,active,803,open,655,2018-01-22 21:00:00,2
Oh Dilly Dilly! - I Want To Buy My First Home🏡 But How?!?,27091163,Pittsburgh,40.47,-79.95,Career & Business,2018-01-08 13:21:59,active,9,open,0,,0
Pittsburgh Chinese Language and Culture Meetup,19560386,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2016-02-12 14:29:50,active,341,open,162,2018-01-20 16:00:00,2
Pittsburgh Hypnosis Meetup,26625143,Pittsburgh,40.47,-79.95,New Age & Spirituality,2017-11-17 10:51:57,active,49,open,0,,0
Pittsburgh Inklings,20002638,Pittsburgh,40.47,-79.95,Writing,2016-05-27 10:14:56,active,88,open,16,2017-11-29 19:00:00,6
PittsburghREIA.com,11497382,Pittsburgh,40.47,-80.02,Career & Business,2013-12-18 12:35:04,active,413,open,66,2018-01-16 20:00:00,4
Unitarian Universalists of Greater Pittsburgh,18870788,Pittsburgh,40.47,-80.02,Religion & Beliefs,2015-08-26 12:32:46,active,464,open,231,2018-01-23 10:30:00,1
Pittsburgh Real Estate Investor Network,7384592,Pittsburgh,40.47,-79.92,Career & Business,2013-02-27 19:27:55,active,695,open,40,2018-01-16 20:00:00,4
TechShop Pittsburgh,7808532,Pittsburgh,40.47,-79.92,Tech,2013-03-27 13:56:50,active,663,open,251,2018-01-17 19:00:00,0
pittsburgh south 912,1520708,Canonsburg,40.27,-80.15,Movements & Politics,2009-09-09 08:07:27,active,204,open,99,2018-01-09 19:30:00,3
Pittsburgh Grief Support Meetup,17012202,Pittsburgh,40.5,-79.91,Support,2014-09-15 16:37:14,active,283,open,28,2018-01-01 18:00:00,2
Pittsburgh Spa Lovers Meet & Treat Group,1480942,Pittsburgh,40.5,-79.91,Health & Wellbeing,2009-06-28 10:48:18,active,1423,open,85,2017-12-28 20:00:00,1
BNI Western PA Circle of Gold Chapter,25546665,Monroeville,40.43,-79.76,Career & Business,2017-08-19 17:56:27,active,31,open,22,2018-01-17 12:00:00,4
Landlord Association of Westmoreland County,4568672,Irwin,40.33,-79.72,Career & Business,2012-08-16 22:44:49,active,213,open,180,2018-01-11 19:00:00,3
BNI Western PA Westmoreland County,25545564,Irwin,40.33,-79.72,Career & Business,2017-08-19 16:09:41,active,38,open,23,2018-01-23 08:00:00,3
Pittsburgh Beach Volleyball,1635864,Pittsburgh,40.55,-80.04,Sports & Recreation,2010-04-24 21:09:20,active,1314,open,658,2017-11-17 19:00:00,6
Southwestern PA Drum Circle,3664262,Houston,40.24,-80.22,Music,2012-04-13 16:48:30,active,209,open,73,2017-12-22 20:00:00,4
Laurel Highlands British Car Club,25206732,Greensburg,40.3,-79.54,Cars & Motorcycles,2017-07-29 10:51:01,active,31,open,6,2018-01-04 20:00:00,4
Butler County Indie Authors Club,26846149,Cranberry Twp,40.71,-80.11,Education & Learning,2017-12-11 15:48:37,active,20,open,1,2018-01-13 14:00:00,6
Fayette County Singles Meetup,26936405,Smock,39.99,-79.78,Dancing,2017-12-22 04:58:54,active,46,approval,1,2018-01-06 19:00:00,3
Middlestream Mindfulness Group,18686210,Ligonier,40.22,-79.22,Health & Wellbeing,2015-06-20 08:53:36,active,162,open,88,2018-01-16 20:00:00,3
North Central West Virginia Just Do Something Group,1814790,Morgantown,39.64,-79.95,Parents & Family,2011-04-13 18:44:44,active,524,open,1095,2018-01-22 20:00:00,0
Spiritual growth,19475302,Pittsburgh,40.37,-80.02,New Age & Spirituality,2016-01-31 13:36:51,active,208,open,88,2018-01-20 14:00:00,3
Pittsburgh FileMaker Developers (and users),2297711,Pittsburgh,40.38,-80.04,Tech,2011-08-05 19:21:06,active,78,open,64,2017-12-20 19:00:00,4
Network of Business Owners and Related Professionals,19143086,Pittsburgh,40.36,-80.06,Career & Business,2015-11-21 17:53:44,active,1017,open,30,2018-01-08 13:00:00,5
The South Pittsburgh A Course In Miracles Meetup,1059603,Pittsburgh,40.4,-80.04,New Age & Spirituality,2008-03-12 10:40:20,active,304,open,242,2018-01-20 11:15:00,1
The Non-Native Pittsburgher Women's Social Meetup,1024065,Pittsburgh,40.43,-79.97,Socializing,2008-02-20 17:43:06,active,128,approval,269,2017-12-02 13:00:00,15
The Squirrel Hill Writers' Group,12580092,Pittsburgh,40.43,-79.92,Writing,2014-01-29 15:46:57,active,18,approval,198,2018-01-22 19:00:00,3
Foodies' Hub,25589624,Pittsburgh,40.44,-79.95,Food & Drink,2017-08-22 23:07:16,active,285,open,2,2017-11-04 18:30:00,11
Pittsburgh Basketball Group,3299612,Pittsburgh,40.45,-79.98,Sports & Recreation,2012-02-15 14:12:26,active,1236,open,83,2018-01-17 20:00:00,3
Pittsburgh Dining N' At,504822,Pittsburgh,40.45,-79.99,Career & Business,2007-05-18 08:06:58,active,3426,open,796,2017-12-25 17:30:00,9
Mon Valley Area  Knitting Meetup,26235650,Duquesne,40.37,-79.85,Hobbies & Crafts,2017-10-11 20:36:30,active,16,open,12,2018-01-17 20:00:00,2
East End Entrepreneurs ~ Successful Women Collaborating!,26072945,Pittsburgh,40.47,-79.95,Career & Business,2017-09-27 15:49:52,active,34,open,7,2018-01-05 11:30:00,4
Massage Therapists of Pittsburgh,20804114,Pittsburgh,40.47,-79.95,Health & Wellbeing,2016-10-19 11:29:37,active,197,open,11,2017-12-27 19:30:00,5
WPCA Jazz Workshop,25926953,Pittsburgh,40.47,-79.95,Music,2017-09-14 17:35:19,active,108,open,11,2018-01-10 20:00:00,1
Meditation In Motion Pittsburgh,26072165,Pittsburgh,40.47,-79.95,Fitness,2017-09-27 14:33:51,active,225,open,17,2018-01-16 19:00:00,1
Bagels & Bytes,18646419,Pittsburgh,40.47,-79.95,Tech,2015-06-03 12:27:49,active,199,approval,46,2018-01-16 09:00:00,2
Pittsburgh Professional Networking Meetup,25400218,Pittsburgh,40.47,-79.95,Career & Business,2017-08-08 00:00:15,active,50,open,3,2017-10-25 17:30:00,3
ASCEND Pittsburgh Meetup,23263341,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-04-12 21:02:07,active,625,open,229,2018-01-22 18:30:00,2
"Pittsburgh Wing Tsun™ Study Group, SP",22431030,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-02-17 02:15:45,active,48,open,53,2018-01-21 20:00:00,3
Pittsburgh Contra Dance,16045572,Pittsburgh,40.47,-79.95,Dancing,2014-07-28 23:32:51,active,660,open,166,2018-01-20 20:30:00,1
Pittsburgh Area Nudists,23765744,Pittsburgh,40.47,-79.95,Lifestyle,2017-05-14 14:02:18,active,45,approval,33,2018-01-20 21:00:00,2
Pittsburgh Connections,26194875,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-10-08 09:51:01,active,74,open,5,2018-01-10 20:15:00,3
Single Introverts of Pittsburgh,18535711,Pittsburgh,40.47,-80.02,Socializing,2015-04-06 15:20:22,active,937,open,30,2017-12-16 08:30:00,3
In Gear Pittsburgh,19051959,Pittsburgh,40.47,-80.02,Outdoors & Adventure,2015-10-22 16:26:48,active,1142,open,205,2018-01-01 11:45:00,2
Pittsburgh Google for Nonprofits User Group,19083400,Pittsburgh,40.47,-79.92,Tech,2015-11-02 13:01:17,active,213,open,21,2017-12-13 18:00:00,11
Performance Bicycle Great Ride Series: Pittsburgh,13734632,Pittsburgh,40.47,-79.92,Outdoors & Adventure,2014-04-04 21:10:14,active,1401,open,360,2018-01-20 10:00:00,3
The Millvale House's Meetup Group Page,26381343,Pittsburgh,40.5,-79.98,New Age & Spirituality,2017-10-25 09:30:21,active,47,approval,15,2018-01-22 20:00:00,3
Southwest Business Women in The Network,23090396,Canonsburg,40.27,-80.15,Career & Business,2017-04-01 12:59:24,active,88,open,69,2018-01-18 09:30:00,1
Oils Inspire Life,20512787,Canonsburg,40.27,-80.15,Health & Wellbeing,2016-09-29 14:04:15,active,162,open,43,2018-01-18 11:30:00,1
Vintage Wine Meetup Group,20125118,Canonsburg,40.27,-80.15,Food & Drink,2016-06-28 14:35:22,active,255,open,8,2017-10-03 18:00:00,9
Sport Bike Alliance,12449632,Pittsburgh,40.5,-80.07,Cars & Motorcycles,2014-01-25 14:37:48,active,210,approval,116,2018-01-10 08:00:00,3
Yoga on the Rock,22819912,Oakdale,40.39,-80.2,Health & Wellbeing,2017-03-08 16:10:09,active,138,approval,76,2017-09-19 18:00:00,2
Sewickley Area Social Group,27080249,Sewickley,40.55,-80.15,Socializing,2018-01-07 13:32:38,active,41,open,3,2018-01-22 22:00:00,1
Three Rivers Electric Vehicle Association,8197742,Murrysville,40.45,-79.68,Cars & Motorcycles,2013-04-24 00:10:22,active,40,open,63,2018-01-20 18:00:00,4
Clinton Community Game Night,27164853,Clinton,40.52,-80.35,Games,2018-01-15 10:39:07,active,8,open,0,,0
Westmoreland Business Links,21891190,Greensburg,40.3,-79.54,Career & Business,2017-01-14 12:39:32,active,86,open,16,2018-01-22 20:00:00,4
Cranberry Twp Empty Nesters Meetup,24999637,Cranberry Twp,40.71,-80.11,Socializing,2017-07-15 16:44:16,active,48,open,6,2018-01-12 12:00:00,3
Pittsburgh Ski and Snowboarding,21624206,Cranberry Twp,40.71,-80.11,Outdoors & Adventure,2016-12-18 19:29:14,active,143,open,8,2018-01-20 14:00:00,3
STEUBENVILLE for LIBERTY,715765,Steubenville,40.37,-80.71,Movements & Politics,2007-09-29 02:28:40,active,116,open,251,2018-01-09 19:30:00,3
Connect to Your Intuition and Spirit Guides,5175792,New Castle,40.99,-80.34,New Age & Spirituality,2012-09-30 14:29:37,active,708,open,296,2018-01-22 19:00:00,2
Pittsburgh Travel Club - On the Road Again!,2893872,Pittsburgh,40.4,-79.97,Outdoors & Adventure,2011-12-02 03:14:16,active,1068,open,26,2017-12-31 20:00:00,7
The Founding Moms' Exchange: Pittsburgh!,1748572,Pittsburgh,40.38,-80.04,Career & Business,2010-12-09 13:08:17,active,130,open,84,2018-01-05 11:00:00,1
Pittsburgh Gaming @ LFG,23944192,Pittsburgh,40.4,-80.02,Games,2017-05-22 13:36:40,active,222,open,39,2018-01-17 20:00:00,1
The Authors' Zone-Book Production Meetup,18727937,Pittsburgh,40.4,-80.02,Writing,2015-07-08 14:14:45,active,257,open,46,2018-01-23 09:00:00,1
Pittsburgh 3D Printing Meetup,19677885,Pittsburgh,40.36,-80.06,Tech,2016-03-07 21:48:20,active,265,open,20,2018-01-02 19:00:00,1
Steel City Skeptics,1350040,Pittsburgh,40.42,-79.98,Religion & Beliefs,2009-01-05 09:12:11,active,1258,approval,449,2017-12-17 18:00:00,19
Pittsburgh Caregiver and Senior Connection,1739532,Pittsburgh,40.38,-80.07,Support,2010-11-17 21:59:26,active,240,open,249,2017-11-10 10:00:00,0
Pittsburgh Life Hackers Meetup,18492476,Pittsburgh,40.43,-79.92,Hobbies & Crafts,2015-03-10 20:41:32,active,1208,open,78,2017-12-07 20:00:00,16
Pittsburgh Desi,1754538,Pittsburgh,40.44,-79.95,Socializing,2010-12-26 14:43:45,active,1244,open,285,2017-12-08 20:00:00,2
Hadoop Users Group Pittsburgh,1530942,Pittsburgh,40.44,-79.95,Tech,2009-09-27 21:28:34,active,724,open,58,2017-04-18 21:00:00,1
Pittsburgh Transmission Meditation,1556822,Pittsburgh,40.44,-79.95,New Age & Spirituality,2009-11-14 14:22:20,active,504,open,441,2018-01-22 20:00:00,1
CocoaHeads Pittsburgh,6470752,Pittsburgh,40.44,-79.95,Tech,2013-01-03 15:56:31,active,147,open,76,2018-01-11 20:00:00,2
Pittsburgh Tantra,19375166,Pittsburgh,40.43,-80.05,New Age & Spirituality,2016-01-20 12:05:38,active,296,open,13,2018-01-13 14:00:00,5
Dale Carnegie Training in Pittsburgh,21148196,Pittsburgh,40.45,-79.99,Career & Business,2016-11-12 16:13:32,active,108,approval,25,2018-01-11 19:00:00,2
Pittsburgh Informatica User Group,19000254,Pittsburgh,40.45,-79.99,Tech,2015-10-05 23:50:13,active,328,open,6,2017-11-02 12:00:00,25
Bicycling Pittsburgh,1062375,Pittsburgh,40.45,-79.99,Fitness,2008-03-13 19:10:45,active,2737,open,925,2017-11-17 19:45:00,16
The Sketchbook Society of Southwestern Pennsylvania,11613032,Pittsburgh,40.45,-79.99,Arts & Culture,2013-12-29 17:00:34,active,232,open,76,2017-12-03 14:00:00,8
Pittsburgh Polymer Clay Meetup,18503071,Pittsburgh,40.43,-79.89,Hobbies & Crafts,2015-03-15 13:11:08,active,114,open,36,2018-01-21 11:00:00,2
Pittsburgh Magui Bagua Study Group,12721352,Pittsburgh,40.44,-80.07,Fitness,2014-02-04 18:07:46,active,59,open,181,2018-01-21 12:30:00,2
Pittsburgh JavaScript,7872022,Pittsburgh,40.45,-79.91,Tech,2013-04-01 14:14:43,active,743,open,29,2017-06-06 19:00:00,29
BRown Empowered Women - BREW,19093545,Pittsburgh,40.45,-79.91,Career & Business,2015-11-05 13:16:16,active,216,approval,22,2018-01-15 20:00:00,1
Pittsburgh Attachment Parenting Community,1234964,Pittsburgh,40.45,-79.91,Parents & Family,2008-07-25 20:59:49,active,303,approval,1354,2017-11-16 11:00:00,5
Gymnosophy Pittsburgh,10268602,Pittsburgh,40.45,-79.91,Lifestyle,2013-09-15 03:48:09,active,121,open,48,2018-01-20 21:00:00,2
Pittsburgh Cross Country Skiers (sponsored by PACCSA),16859612,Pittsburgh,40.47,-79.96,Outdoors & Adventure,2014-09-07 22:58:36,active,242,open,34,2018-01-13 11:00:00,1
Greater Pittsburgh Square and Modern Pattern Dance Group,18839438,Pittsburgh,40.47,-79.95,Dancing,2015-08-16 19:36:39,active,540,open,348,2018-01-22 20:00:00,3
Rebirth Visionary Team,27186344,Pittsburgh,40.47,-79.95,Religion & Beliefs,2018-01-17 10:11:47,active,9,open,0,,0
West Coast Swing in Pittsburgh!,20788613,Pittsburgh,40.47,-79.95,Dancing,2016-10-18 13:53:15,active,206,open,68,2018-01-16 21:15:00,2
Figure Drawing Meetup,27143140,Pittsburgh,40.47,-79.95,Arts & Culture,2018-01-13 10:23:47,active,50,open,1,2018-01-18 11:00:00,0
"YA RISE - Radically Inclusive, Spiritually Enriching",27062771,Pittsburgh,40.47,-79.95,New Age & Spirituality,2018-01-05 19:16:24,active,27,open,0,,0
Trans Unity,18726420,Pittsburgh,40.47,-79.95,LGBT,2015-07-07 21:52:36,active,347,open,334,2018-01-22 19:00:00,1
Pittsburgh Weekday Wiffle Ball,25047061,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-07-19 07:09:48,active,50,open,1,2017-08-10 18:30:00,1
Steel City Cosplay Meetup,24743788,Pittsburgh,40.47,-79.95,Sci-Fi & Fantasy,2017-06-28 23:11:32,active,81,open,5,2017-11-16 19:00:00,2
Women's Conscious Evolution - As Within So Without,22853276,Pittsburgh,40.47,-79.95,New Age & Spirituality,2017-03-11 21:19:23,active,253,open,8,2017-11-04 15:00:00,9
Pittsburgh Ex-Jehovah's Witnesses Meetup,26778406,Pittsburgh,40.47,-79.95,Religion & Beliefs,2017-12-03 23:47:22,active,8,open,0,,0
Pittsburgh Energy Technology Meet Up,23281857,Pittsburgh,40.47,-79.95,Career & Business,2017-04-14 12:45:57,active,41,open,1,2017-04-18 18:00:00,1
BNI Western PA Allegheny Valley Chapter,25766585,Pittsburgh,40.47,-79.95,Career & Business,2017-09-04 08:37:59,active,34,open,20,2018-01-19 09:15:00,1
PCY - Pittsburgh's Curious Youth,25328293,Pittsburgh,40.47,-79.95,Games,2017-08-03 14:04:10,active,47,approval,9,2018-01-11 19:00:00,2
Drops of JOY Wellness Classes,18449276,Pittsburgh,40.47,-79.95,Health & Wellbeing,2015-02-20 18:51:04,active,477,open,85,2018-01-12 18:30:00,2
Pittsburgh Real Estate Alliances,26013969,Pittsburgh,40.47,-79.95,Career & Business,2017-09-22 11:17:09,active,50,open,1,2017-10-06 18:00:00,1
"Next Gen Native Hadoop Big Data Apex Users Group, Pittsburgh",20151462,Pittsburgh,40.47,-79.95,Tech,2016-07-06 01:45:00,active,135,open,75,2017-11-16 12:00:00,3
Pittsburgh Aerial Arts & Acro Balance,19995836,Pittsburgh,40.47,-79.95,Fitness,2016-05-25 14:44:24,active,104,open,54,2018-01-16 19:30:00,1
L3 Leadership,18700297,Pittsburgh,40.47,-80.02,Career & Business,2015-06-26 07:57:18,active,50,open,30,2018-01-20 09:30:00,2
Pittsburgh Offroad Cyclists Meetup Group - Mountain Biking,1312156,Pittsburgh,40.47,-80.02,Outdoors & Adventure,2008-10-31 20:14:44,active,865,open,676,2018-01-21 13:00:00,1
Unique Pittsburgh,22947837,Pittsburgh,40.47,-80.02,Socializing,2017-03-20 10:44:47,active,213,open,13,2018-01-06 19:00:00,2
Pittsburgh NonFiction Round Table,11512432,Pittsburgh,40.47,-79.92,Book Clubs,2013-12-19 21:19:28,active,804,open,37,2017-12-15 20:00:00,5
Pittsburgh Essential Oils and Holistic Living Meetup,19492977,Pittsburgh,40.5,-80.07,Health & Wellbeing,2016-02-02 13:06:34,active,97,open,6,2016-06-12 15:00:00,1
Greater Pittsburgh Celiac & Gluten Free Living  Meetup Group,1596737,Pittsburgh,40.5,-80.07,Food & Drink,2010-02-09 16:36:10,active,445,open,126,2018-01-03 10:00:00,2
Cybersecurity 4 Every1,27175707,Glenshaw,40.52,-79.95,Tech,2018-01-16 10:14:52,active,9,open,0,,0
Pittsburgh Preppers,20273824,Pittsburgh,40.52,-80.04,Community & Environment,2016-08-02 23:45:19,active,54,approval,11,2017-12-10 17:00:00,5
Sports Monster FC Pittsburgh,3770852,Monroeville,40.43,-79.76,Sports & Recreation,2012-04-30 12:24:24,active,811,open,138,2017-10-20 16:30:00,4
East Suburban Spiritual Connection,12206462,Monroeville,40.43,-79.76,Health & Wellbeing,2014-01-16 22:26:07,active,89,open,23,2018-01-10 20:00:00,3
ECKANKAR of Pittsburgh,1700873,Monroeville,40.43,-79.76,New Age & Spirituality,2010-09-02 18:38:33,active,138,open,383,2017-12-31 11:30:00,4
Habitat for Humanity Allegheny Valley,25347884,Oakmont,40.52,-79.83,Community & Environment,2017-08-04 19:51:32,active,74,open,10,2017-11-04 21:00:00,1
WomanSpeak Pittsburgh,27034856,Pittsburgh,40.55,-80.04,Career & Business,2018-01-02 22:19:17,active,15,open,0,,0
ACRE of Pittsburgh,11060562,Pittsburgh,40.55,-80.04,Career & Business,2013-11-11 14:28:40,active,345,approval,59,2018-01-09 20:00:00,5
Ohio River W.H.E.E.L. Meeting,26289758,Coraopolis,40.51,-80.18,New Age & Spirituality,2017-10-16 21:10:51,active,40,open,38,2018-01-20 14:30:00,2
Veterans and Patriots United,1400108,Coraopolis,40.51,-80.18,Movements & Politics,2009-03-05 12:36:46,active,527,approval,119,2017-11-29 20:00:00,4
Mon Valley Writers Group,22819894,Charleroi,40.13,-79.92,Writing,2017-03-08 16:09:07,active,74,open,9,2017-11-26 19:00:00,3
912Murrysville,2352621,Murrysville,40.45,-79.68,Movements & Politics,2011-08-16 21:30:05,active,144,open,76,2018-01-18 20:00:00,3
WSBA - Washington County,1652525,Washington,40.18,-80.25,Career & Business,2010-05-28 10:47:16,active,115,open,82,2018-01-09 09:30:00,4
Half Fast Social Cycling in the Burg,18517698,Washington,40.18,-80.25,Outdoors & Adventure,2015-03-24 01:25:49,active,124,open,63,2017-12-16 09:00:00,0
Let's Start a Real Estate Career,26459365,Wexford,40.62,-80.06,Career & Business,2017-11-01 10:29:25,active,16,open,4,2018-01-22 17:00:00,1
Jeannette/Greensburg Small Breed Dogs Meetup,24224056,Jeannette,40.33,-79.61,Pets & Animals,2017-06-02 09:11:40,active,33,open,1,2017-06-17 13:00:00,0
Let's Start a Career in Real Estate,26383358,Greensburg,40.3,-79.54,Career & Business,2017-10-25 13:22:07,active,24,open,1,2017-11-14 16:00:00,3
Western Pa Phalcon PHP User Group,21133495,Greensburg,40.3,-79.54,Tech,2016-11-11 16:31:57,active,50,open,8,2017-10-26 18:00:00,3
Mars Health & Wellness,23539403,Mars,40.7,-80.07,Health & Wellbeing,2017-05-02 09:37:52,active,76,open,27,2018-01-02 18:45:00,2
"Cupid's Chase 2018- Butler, PA",25633696,Butler,40.86,-79.9,Fitness,2017-08-25 09:44:05,active,42,open,0,,0
Women's Small Business Association - Butler County,1524578,Butler,40.86,-79.9,Career & Business,2009-09-16 08:09:51,active,98,open,106,2018-01-18 12:30:00,6
Northern Pittsburgh Area Networking Group,21923810,Butler,40.86,-79.9,Career & Business,2017-01-15 08:37:26,active,37,approval,23,2018-01-11 13:30:00,2
Butler Personal Development for Business Success Meetup,25274212,Butler,40.86,-79.9,Career & Business,2017-08-01 12:25:54,active,43,open,6,2018-01-17 19:00:00,1
Ohio Valley Vegetarian / Vegan Meetup,1489165,Wheeling,40.07,-80.69,Food & Drink,2009-07-13 21:41:52,active,320,open,191,2017-12-17 14:00:00,11
Ohio Valley Outdoor Enthusiasts,20457069,Wheeling,40.07,-80.69,Outdoors & Adventure,2016-09-22 22:58:15,active,50,open,9,2018-01-01 10:00:00,1
"Follow Me (Indiana, PA)",21218519,Indiana,40.62,-79.16,Socializing,2016-11-18 13:49:21,active,106,approval,74,2018-01-16 20:00:00,1
TJ Sweet,22884602,Pittsburgh,40.35,-79.98,Socializing,2017-03-14 17:15:42,active,15,approval,2,2017-07-15 13:30:00,6
All Things Aquatic_Pittsburgh Divers Meetup,18244937,Pittsburgh,40.37,-80.02,Outdoors & Adventure,2014-12-10 13:30:29,active,165,open,16,2017-04-08 07:00:00,2
Pittsburgh CUBA Meetup,19786721,Pittsburgh,40.4,-79.97,Movements & Politics,2016-04-01 16:19:38,active,74,open,20,2017-12-04 18:30:00,6
Pittsburgh Environmentalists 12.0,9264542,Pittsburgh,40.4,-79.97,Community & Environment,2013-07-08 10:47:00,active,730,open,54,2017-10-11 18:00:00,1
Fat Positive Pittsburgh,19580234,Pittsburgh,40.4,-79.97,Support,2016-02-16 15:46:48,active,126,open,11,2017-10-09 19:00:00,5
Pittsburgh Live Music MeetUp,1584172,Pittsburgh,40.4,-79.97,Parents & Family,2010-01-17 18:41:42,active,1160,approval,521,2017-12-15 21:00:00,8
PittMesh Working Group,19015111,Pittsburgh,40.4,-79.97,Tech,2015-10-10 20:13:37,active,163,open,50,2017-02-03 16:15:00,3
Events at Work Hard Pittsburgh,8328772,Pittsburgh,40.4,-79.97,Career & Business,2013-05-03 08:36:43,active,581,open,43,2017-01-18 18:00:00,7
node.pgh,3176252,Pittsburgh,40.4,-79.97,Tech,2012-01-26 22:11:46,active,584,open,29,2017-05-09 19:00:00,35
PGH Crowd-Funding,4353332,Pittsburgh,40.4,-79.97,Career & Business,2012-07-20 12:05:13,active,131,open,12,2015-07-24 18:30:00,11
South Hills Area 20's & 30's 😊,21825071,South Park,40.3,-80.0,Socializing,2017-01-09 21:37:21,active,267,approval,44,2017-12-16 20:30:00,1
